Hostname Pattern Block_size Threads Read_Bandwidth_KB/s Read_IOPS Read_latency_mean Read_Total_I/O_KB Read_runtime_ms Write_Bandwidth_KB/s Write_IOPS Write_latency_mean Write_Total_I/O_KB Write_runtime_ms
bench-node5 readwrite 1k 16 6896 6896 1947.010692 414786 60141 6888 6888 361.783585 414278 60141
bench-node5 readwrite 1k 32 12459 12459 1807.922797 753701 60492 12466 12466 740.567997 754122 60492
bench-node5 readwrite 1k 64 13456 13456 3644.348596 809059 60122 13485 13485 1095.298810 810753 60122
bench-node5 readwrite 1k 128 12517 12517 8096.680301 753536 60198 12525 12525 2089.487125 754038 60198
bench-node6 readwrite 8192k 1 7723 0 613475.090909 991232 128346 7276 0 474651.184211 933888 128346
bench-node6 readwrite 8192k 2 40964 5 178046.178808 2473984 60393 39879 4 227010.217687 2408448 60393
bench-node6 readwrite 8192k 4 54855 6 231893.524752 3309568 60333 53633 6 373679.853165 3235840 60333
bench-node6 readwrite 8192k 8 72500 8 341685.669091 4505600 62146 68545 8 569190.346154 4259840 62146
bench-node6 readwrite 8192k 16 65918 8 755878.806202 4227072 64126 67451 8 1106574.157197 4325376 64126
bench-node6 readwrite 8192k 32 80708 9 1425842.442810 5013504 62119 74905 9 1860969.732394 4653056 62119
bench-node6 readwrite 8192k 64 91482 11 2441392.834848 5406720 59101 85938 10 3208588.911290 5079040 59101
bench-node6 readwrite 8192k 128 125582 15 3814140.924107 5505024 43836 113622 13 4250524.679276 4980736 43836
bench-node6 readwrite 4096k 1 33169 8 41537.697342 2002944 60385 35136 8 77334.830116 2121728 60385
bench-node6 readwrite 4096k 2 50510 12 53989.535135 3031040 60008 48462 11 112734.752113 2908160 60008
bench-node6 readwrite 4096k 4 50639 12 114934.889488 3039232 60017 51663 12 204409.046235 3100672 60017
bench-node6 readwrite 4096k 8 59903 14 174682.605117 3682304 61471 58237 14 371591.945080 3579904 61471
bench-node6 readwrite 4096k 16 75025 18 250047.918182 4505600 60054 73047 17 639986.977591 4386816 60054
bench-node6 readwrite 4096k 32 71725 17 696537.875696 4415488 61561 74054 18 1067710.422282 4558848 61561
bench-node6 readwrite 4096k 64 83707 20 1325108.727418 5124096 61214 78354 19 1836782.561913 4796416 61214
bench-node6 readwrite 4096k 128 113030 27 1921945.863392 5337088 47218 109040 26 2430310.253779 5148672 47218
bench-node6 readwrite 2048k 1 36105 17 25169.066163 2166784 60013 37094 18 30690.265869 2226176 60013
bench-node6 readwrite 2048k 2 47351 23 33141.559078 2842624 60032 46396 22 54432.821324 2785280 60032
bench-node6 readwrite 2048k 4 51166 24 57362.531292 3076096 60119 48407 23 108563.851513 2910208 60119
bench-node6 readwrite 2048k 8 52347 25 84433.692407 3182592 60797 52684 25 224348.793478 3203072 60797
bench-node6 readwrite 2048k 16 59209 28 150900.618119 3571712 60323 59141 28 402728.894948 3567616 60323
bench-node6 readwrite 2048k 32 73173 35 264574.710855 4433920 60595 73646 35 622366.856356 4462592 60595
bench-node6 readwrite 2048k 64 76910 37 632947.922680 4767744 61991 77372 37 1012923.806149 4796416 61991
bench-node6 readwrite 2048k 128 104470 51 989597.043277 5300224 50734 102210 49 1417545.620063 5185536 50734
bench-node6 readwrite 1024k 1 33141 32 18681.530381 1988608 60003 32169 31 12564.778249 1930240 60003
bench-node6 readwrite 1024k 2 47153 46 16595.804922 2829312 60002 45890 44 27553.917070 2753536 60002
bench-node6 readwrite 1024k 4 50878 49 32783.042709 3068928 60319 47041 45 51314.438109 2837504 60319
bench-node6 readwrite 1024k 8 52885 51 48386.449006 3192832 60372 51715 50 108265.955067 3122176 60372
bench-node6 readwrite 1024k 16 51191 49 92509.656613 3089408 60350 53227 51 217341.537456 3212288 60350
bench-node6 readwrite 1024k 32 65692 64 140063.903068 3972096 60465 65692 64 355783.204692 3972096 60465
bench-node6 readwrite 1024k 64 73030 71 278113.240904 4531200 62045 75407 73 574746.873714 4678656 62045
bench-node6 readwrite 1024k 128 92509 90 503304.425661 5227520 56508 93053 90 818381.866212 5258240 56508
bench-node6 readwrite 512k 1 30714 59 11060.179622 1844224 60044 30339 59 5659.166948 1821696 60044
bench-node6 readwrite 512k 2 43913 85 7707.010870 2637824 60068 46096 90 14840.962093 2768896 60068
bench-node6 readwrite 512k 4 46003 89 16860.484236 2760704 60011 44697 87 28443.505058 2682368 60011
bench-node6 readwrite 512k 8 48722 95 23637.789189 2936320 60266 47660 93 61536.432086 2872320 60266
bench-node6 readwrite 512k 16 50822 99 46110.288907 3069440 60395 51475 100 112915.145916 3108864 60395
bench-node6 readwrite 512k 32 57772 112 87010.485413 3492352 60450 58213 113 193386.820457 3518976 60450
bench-node6 readwrite 512k 64 54191 105 125294.707245 3448832 63642 54891 107 442413.308222 3493376 63642
bench-node6 readwrite 512k 128 69478 135 177676.125310 4539392 65335 69298 135 695707.174149 4527616 65335
bench-node6 readwrite 256k 1 24831 96 6864.748252 1500928 60444 24649 96 3452.336426 1489920 60444
bench-node6 readwrite 256k 2 49841 194 3584.928645 2992128 60033 50152 195 6628.349290 3010816 60033
bench-node6 readwrite 256k 4 45527 177 9505.505670 2731776 60003 44243 172 13343.824687 2654720 60003
bench-node6 readwrite 256k 8 47301 184 15287.963433 2842368 60090 46978 183 28128.616487 2822912 60090
bench-node6 readwrite 256k 16 52165 203 27301.740608 3134464 60087 52557 205 50784.573363 3158016 60087
bench-node6 readwrite 256k 32 52878 206 53477.180321 3187200 60274 54144 211 98473.125745 3263488 60274
bench-node6 readwrite 256k 64 69700 272 74842.949851 4298240 61667 69970 273 154047.575438 4314880 61667
bench-node6 readwrite 256k 128 98308 384 79812.690998 5232640 53227 98692 385 237321.829483 5253120 53227
bench-node6 readwrite 128k 1 48696 380 613.027029 2921856 60001 48771 381 1999.127679 2926336 60001
bench-node6 readwrite 128k 2 42196 329 3315.903296 2532096 60007 42480 331 2715.510721 2549120 60007
bench-node6 readwrite 128k 4 43600 340 4235.213437 2629120 60300 43974 343 7384.080566 2651648 60300
bench-node6 readwrite 128k 8 50378 393 7497.235376 3028480 60115 50286 392 12830.156751 3022976 60115
bench-node6 readwrite 128k 16 51741 404 16119.851320 3118208 60265 51380 401 23465.199785 3096448 60265
bench-node6 readwrite 128k 32 57386 448 31313.642907 3456896 60239 57069 445 40019.444895 3437824 60239
bench-node6 readwrite 128k 64 72490 566 44963.122337 4422656 61010 72337 565 66466.783984 4413312 61010
bench-node6 readwrite 128k 128 97035 758 53149.384452 5237504 53975 97234 759 107303.452368 5248256 53975
bench-node6 readwrite 64k 1 30717 479 1446.014793 1843072 60001 30307 473 632.210460 1818496 60001
bench-node6 readwrite 64k 2 42300 660 2146.582369 2538048 60001 41817 653 875.435582 2509120 60001
bench-node6 readwrite 64k 4 50246 785 2821.586270 3014912 60002 50312 786 2256.093195 3018880 60002
bench-node6 readwrite 64k 8 54374 849 4018.915225 3283968 60395 54209 847 5092.855481 3273984 60395
bench-node6 readwrite 64k 16 57548 899 8046.337603 3497600 60777 57711 901 9543.293897 3507520 60777
bench-node6 readwrite 64k 32 57348 896 17553.821591 3467456 60463 57368 896 17911.411233 3468672 60463
bench-node6 readwrite 64k 64 70011 1093 28789.714788 4275392 61067 69609 1087 28972.252804 4250816 61067
bench-node6 readwrite 64k 128 87708 1370 40612.439164 5247936 59834 87539 1367 45734.308672 5237824 59834
bench-node6 readwrite 32k 1 8765 273 3157.558713 525952 60001 8670 270 481.022697 520256 60001
bench-node6 readwrite 32k 2 20857 651 2572.500880 1254048 60126 20820 650 478.994018 1251840 60126
bench-node6 readwrite 32k 4 45295 1415 1295.423670 2718944 60027 45177 1411 1520.705694 2711840 60027
bench-node6 readwrite 32k 8 47476 1483 2374.667244 2900096 61085 47643 1488 2793.345366 2910304 61085
bench-node6 readwrite 32k 16 51254 1601 4890.167070 3083552 60162 51456 1608 5042.313921 3095712 60162
bench-node6 readwrite 32k 32 57002 1781 10193.219568 3438016 60313 57038 1782 7549.401438 3440192 60313
bench-node6 readwrite 32k 64 63610 1987 20280.117515 3936448 61884 63632 1988 10794.539888 3937824 61884
bench-node6 readwrite 32k 128 84781 2649 28032.017046 5098784 60140 85007 2656 16674.103649 5112352 60140
bench-node6 readwrite 16k 1 28238 1764 301.263431 1694320 60001 28294 1768 254.327515 1697680 60001
bench-node6 readwrite 16k 2 29949 1871 715.432887 1796976 60001 30057 1878 340.177739 1803456 60001
bench-node6 readwrite 16k 4 39159 2447 1073.152791 2350288 60018 39315 2457 547.603290 2359648 60018
bench-node6 readwrite 16k 8 37610 2350 2216.469468 2259168 60067 37497 2343 1015.493234 2252336 60067
bench-node6 readwrite 16k 16 44869 2804 3271.060102 2693536 60031 45096 2818 2299.875024 2707216 60031
bench-node6 readwrite 16k 32 48092 3005 7146.278564 2905584 60417 48035 3002 3255.702173 2902144 60417
bench-node6 readwrite 16k 64 54041 3377 13678.271378 3321776 61467 53829 3364 4641.471155 3308736 61467
bench-node6 readwrite 16k 128 67069 4191 22129.699831 4059040 60520 67036 4189 6877.364807 4057024 60520
bench-node6 readwrite 4k 1 3134 783 986.967335 188092 60001 3111 777 279.316229 186700 60001
bench-node6 readwrite 4k 2 3883 970 1732.491712 233120 60023 3843 960 317.257486 230692 60023
bench-node6 readwrite 4k 4 12092 3023 1042.240866 725564 60001 12064 3016 269.874633 723860 60001
bench-node6 readwrite 4k 8 20462 5115 1292.058073 1235420 60376 20339 5084 258.147166 1228000 60376
bench-node6 readwrite 4k 16 37046 9261 1154.250063 2228652 60158 37200 9300 559.818337 2237928 60158
bench-node6 readwrite 4k 32 33674 8418 3021.519532 2030480 60298 33570 8392 711.858056 2024232 60298
bench-node6 readwrite 4k 64 33757 8439 6271.047791 2044224 60557 33841 8460 1124.565618 2049348 60557
bench-node6 readwrite 4k 128 32443 8110 12388.879715 1947012 60013 32398 8099 3321.155543 1944332 60013
bench-node6 readwrite 2k 1 3973 1986 288.575155 238402 60001 4000 2000 203.483142 240008 60001
bench-node6 readwrite 2k 2 5001 2500 558.640485 300082 60001 5025 2512 229.462689 301550 60001
bench-node6 readwrite 2k 4 6061 3030 1024.596793 363684 60001 6038 3019 284.468049 362334 60001
bench-node6 readwrite 2k 8 11773 5886 1115.318395 706430 60003 11743 5871 236.889410 704672 60003
bench-node6 readwrite 2k 16 21683 10841 1088.540894 1310666 60444 21715 10857 370.728418 1312554 60444
bench-node6 readwrite 2k 32 25423 12711 1985.799115 1528544 60124 25465 12732 520.882673 1531076 60124
bench-node6 readwrite 2k 64 24698 12349 4427.813489 1485174 60131 24680 12340 700.833799 1484046 60131
bench-node6 readwrite 2k 128 22283 11141 9312.471236 1337546 60023 22289 11144 2157.065064 1337858 60023
bench-node6 readwrite 1k 1 363 363 2328.603188 21829 60001 361 361 405.777010 21696 60001
bench-node6 readwrite 1k 2 935 935 1524.291138 56128 60002 928 928 604.006641 55715 60002
bench-node6 readwrite 1k 4 2444 2444 1326.778708 146648 60001 2441 2441 297.580165 146517 60001
bench-node6 readwrite 1k 8 6773 6773 911.187004 406436 60002 6772 6772 262.819742 406384 60002
bench-node6 readwrite 1k 16 10779 10779 1070.013645 648898 60198 10754 10754 405.467984 647405 60198
bench-node6 readwrite 1k 32 11452 11452 2027.273903 687182 60004 11441 11441 762.264339 686516 60004
bench-node6 readwrite 1k 64 13657 13657 3601.958420 821676 60161 13671 13671 1066.902847 822463 60161
bench-node6 readwrite 1k 128 11415 11415 8906.884512 687229 60201 11384 11384 2271.003823 685377 60201
bench-node7 readwrite 8192k 1 7621 0 81610.714286 458752 60192 7621 0 993201.750000 458752 60192
bench-node7 readwrite 8192k 2 9682 1 607300.146552 950272 98147 10015 1 739741.233333 983040 98147
bench-node7 readwrite 8192k 4 69624 8 155461.736328 4194304 60242 64456 7 339378.006329 3883008 60242
bench-node7 readwrite 8192k 8 82341 10 253626.720395 4980736 60489 79361 9 550839.542662 4800512 60489
bench-node7 readwrite 8192k 16 77649 9 607524.034072 4808704 61928 79501 9 1014699.800333 4923392 61928
bench-node7 readwrite 8192k 32 70510 8 1455478.108365 4308992 61111 76677 9 2056229.304196 4685824 61111
bench-node7 readwrite 8192k 64 80736 9 2915983.598023 4972544 61590 77011 9 3587084.392055 4743168 61590
bench-node7 readwrite 8192k 128 82013 10 5572040.191558 5046272 61530 85208 10 6175617.868750 5242880 61530
bench-node7 readwrite 4096k 1 24301 5 99834.632022 1458176 60004 23140 5 72131.460177 1388544 60004
bench-node7 readwrite 4096k 2 55906 13 56630.114355 3366912 60224 53526 13 93639.374841 3223552 60224
bench-node7 readwrite 4096k 4 61222 14 83186.154273 3690496 60280 58912 14 191128.327566 3551232 60280
bench-node7 readwrite 4096k 8 65830 16 121678.904762 3956736 60105 68965 16 358473.588933 4145152 60105
bench-node7 readwrite 4096k 16 85189 20 200051.320890 5156864 60534 82347 20 575784.258833 4984832 60534
bench-node7 readwrite 4096k 32 74990 18 679603.342246 4595712 61284 72985 17 1076038.458791 4472832 61284
bench-node7 readwrite 4096k 64 73676 17 1492197.818016 4501504 61098 73140 17 2047649.559120 4468736 61098
bench-node7 readwrite 4096k 128 82383 20 2785073.134959 5038080 61154 83254 20 3217447.433628 5091328 61154
bench-node7 readwrite 2048k 1 27918 13 41836.608802 1675264 60006 28157 13 31231.084848 1689600 60006
bench-node7 readwrite 2048k 2 56313 27 23485.815599 3387392 60152 54883 26 50453.193548 3301376 60152
bench-node7 readwrite 2048k 4 54765 26 50191.665006 3289088 60058 53980 26 100803.905243 3241984 60058
bench-node7 readwrite 2048k 8 62673 30 70007.206315 3762176 60028 59876 29 200305.391453 3594240 60028
bench-node7 readwrite 2048k 16 66323 32 127950.639320 4093952 61727 63470 30 371562.900157 3917824 61727
bench-node7 readwrite 2048k 32 76585 37 244165.745175 4669440 60970 74939 36 615353.298073 4569088 60970
bench-node7 readwrite 2048k 64 69920 34 675487.740566 4341760 62096 66819 32 1196162.604640 4149248 62096
bench-node7 readwrite 2048k 128 82745 40 1279125.322227 5040128 60911 83082 40 1769730.742210 5060608 60911
bench-node7 readwrite 1024k 1 36041 35 10586.876894 2162688 60005 37219 36 17241.459881 2233344 60005
bench-node7 readwrite 1024k 2 49889 48 12230.297538 2994176 60016 52107 50 27573.622790 3127296 60016
bench-node7 readwrite 1024k 4 53031 51 21236.688646 3183616 60032 53918 52 55054.055362 3236864 60032
bench-node7 readwrite 1024k 8 61644 60 37960.050580 3704832 60100 60400 58 96834.108886 3630080 60100
bench-node7 readwrite 1024k 16 61067 59 74781.914231 3713024 60802 60360 58 192606.663783 3670016 60802
bench-node7 readwrite 1024k 32 70907 69 122613.134406 4327424 61029 70823 69 334113.867804 4322304 61029
bench-node7 readwrite 1024k 64 69855 68 298959.512015 4303872 61611 70154 68 615858.004738 4322304 61611
bench-node7 readwrite 1024k 128 76695 74 646837.179487 4672512 60923 80460 78 984283.846250 4901888 60923
bench-node7 readwrite 512k 1 32422 63 7280.341752 1946112 60024 33914 66 8118.144115 2035712 60024
bench-node7 readwrite 512k 2 44677 87 8577.573465 2693632 60291 45526 88 14055.647827 2744832 60291
bench-node7 readwrite 512k 4 49728 97 13303.364289 2993664 60200 46947 91 29445.061957 2826240 60200
bench-node7 readwrite 512k 8 51491 100 21368.071311 3101696 60237 53650 104 55658.768219 3231744 60237
bench-node7 readwrite 512k 16 57089 111 41619.882292 3449344 60420 56886 111 101593.835394 3437056 60420
bench-node7 readwrite 512k 32 64103 125 70234.045150 3900928 60854 63497 124 184133.815291 3864064 60854
bench-node7 readwrite 512k 64 66902 130 122587.929135 4089344 61124 67254 131 359278.134388 4110848 61124
bench-node7 readwrite 512k 128 62462 121 169838.042771 3998208 64010 61478 120 840661.246682 3935232 64010
bench-node7 readwrite 256k 1 13059 51 17519.436849 786432 60221 12914 50 2088.165899 777728 60221
bench-node7 readwrite 256k 2 50947 199 3782.830727 3060992 60081 51829 202 6142.118135 3113984 60081
bench-node7 readwrite 256k 4 53280 208 7585.100713 3197696 60016 52994 207 11674.461285 3180544 60016
bench-node7 readwrite 256k 8 52698 205 12052.276450 3169792 60149 53839 210 26158.713281 3238400 60149
bench-node7 readwrite 256k 16 56782 221 23415.939101 3417600 60188 56356 220 48888.906868 3392000 60188
bench-node7 readwrite 256k 32 63713 248 39282.495816 3854336 60495 63827 249 88263.714977 3861248 60495
bench-node7 readwrite 256k 64 71248 278 68289.801644 4329984 60773 69913 273 162027.251551 4248832 60773
bench-node7 readwrite 256k 128 79316 309 108584.869110 4791808 60414 78278 305 302239.929140 4729088 60414
bench-node7 readwrite 128k 1 20464 159 5269.304271 1228800 60045 20326 158 974.366754 1220480 60045
bench-node7 readwrite 128k 2 51037 398 881.730302 3065472 60063 51353 401 4093.406275 3084416 60063
bench-node7 readwrite 128k 4 45659 356 5323.096446 2740608 60023 44996 351 5958.217488 2700800 60023
bench-node7 readwrite 128k 8 49178 384 7817.876471 2959360 60176 49531 386 12884.316800 2980608 60176
bench-node7 readwrite 128k 16 55233 431 13921.407256 3344768 60557 54565 426 23128.440132 3304320 60557
bench-node7 readwrite 128k 32 62206 485 25484.593900 3768448 60580 62829 490 39403.263284 3806208 60580
bench-node7 readwrite 128k 64 68690 536 47840.986316 4162432 60597 68635 536 70312.052104 4159104 60597
bench-node7 readwrite 128k 128 79217 618 68584.530871 4807552 60688 78911 616 133433.289223 4788992 60688
bench-node7 readwrite 64k 1 26067 407 1763.603871 1564096 60001 26323 411 671.066899 1579456 60001
bench-node7 readwrite 64k 2 34858 544 2887.940483 2091520 60001 34569 540 774.787652 2074176 60001
bench-node7 readwrite 64k 4 50316 786 3063.885081 3032384 60266 50627 791 1983.791480 3051136 60266
bench-node7 readwrite 64k 8 55112 861 4072.770801 3360576 60977 55467 866 5055.169505 3382272 60977
bench-node7 readwrite 64k 16 55315 864 7518.851921 3349568 60554 54821 856 10941.719298 3319680 60554
bench-node7 readwrite 64k 32 65860 1029 14886.063694 3974016 60340 65522 1023 16116.419393 3953600 60340
bench-node7 readwrite 64k 64 69733 1089 28552.984568 4246784 60900 69513 1086 29410.314955 4233344 60900
bench-node7 readwrite 64k 128 74961 1171 50485.467278 4595264 61302 75070 1172 53950.470893 4601984 61302
bench-node7 readwrite 32k 1 35011 1094 521.522377 2100736 60001 35089 1096 380.062620 2105408 60001
bench-node7 readwrite 32k 2 32979 1030 1442.762854 1981024 60069 32899 1028 484.723922 1976256 60069
bench-node7 readwrite 32k 4 45832 1432 1627.387844 2758720 60192 45909 1434 1143.709783 2763392 60192
bench-node7 readwrite 32k 8 54196 1693 2243.598967 3257824 60111 54230 1694 2457.277920 3259872 60111
bench-node7 readwrite 32k 16 57196 1787 5156.161331 3442752 60192 57015 1781 3712.364607 3431904 60192
bench-node7 readwrite 32k 32 63477 1983 8814.746862 3882528 61164 63979 1999 6793.564414 3913216 61164
bench-node7 readwrite 32k 64 66776 2086 19413.477160 4071424 60971 66328 2072 10618.592875 4044128 60971
bench-node7 readwrite 32k 128 69892 2184 37043.538464 4253280 60855 69456 2170 19295.145578 4226784 60855
bench-node7 readwrite 16k 1 4239 264 3328.360548 254368 60002 4135 258 438.928161 248112 60002
bench-node7 readwrite 16k 2 32980 2061 664.418194 1980400 60048 33149 2071 292.418050 1990576 60048
bench-node7 readwrite 16k 4 43828 2739 948.702512 2636480 60154 43800 2737 497.322449 2634784 60154
bench-node7 readwrite 16k 8 45945 2871 1645.434853 2765072 60182 45791 2861 1036.793827 2755824 60182
bench-node7 readwrite 16k 16 50881 3180 2975.635195 3061056 60160 51226 3201 2002.325689 3081808 60160
bench-node7 readwrite 16k 32 53053 3315 6369.363618 3192976 60184 53208 3325 3063.118315 3202304 60184
bench-node7 readwrite 16k 64 58022 3626 12066.412054 3552544 61227 57963 3622 4611.864797 3548928 61227
bench-node7 readwrite 16k 128 61032 3814 25574.741489 3678976 60279 61021 3813 6587.710521 3678336 60279
bench-node7 readwrite 4k 1 8335 2083 264.594744 500128 60002 8332 2083 205.047514 499984 60002
bench-node7 readwrite 4k 2 9900 2475 580.261498 594084 60003 9889 2472 216.429539 593408 60003
bench-node7 readwrite 4k 4 9055 2263 1455.434457 543336 60002 9040 2260 299.437023 542424 60002
bench-node7 readwrite 4k 8 26295 6573 981.109631 1577772 60002 26298 6574 228.553750 1577976 60002
bench-node7 readwrite 4k 16 36014 9003 1284.585150 2181636 60577 36083 9020 479.455825 2185840 60577
bench-node7 readwrite 4k 32 35981 8995 2811.535807 2181412 60626 35915 8978 671.450440 2177392 60626
bench-node7 readwrite 4k 64 35242 8810 5926.737330 2127152 60357 35194 8798 1137.398737 2124216 60357
bench-node7 readwrite 4k 128 33151 8287 13057.523567 1999492 60314 33202 8300 1888.465091 2002560 60314
bench-node7 readwrite 2k 1 1057 528 1568.680261 63458 60001 1056 528 308.575709 63414 60001
bench-node7 readwrite 2k 2 1685 842 1994.179817 101136 60002 1676 838 366.035047 100608 60002
bench-node7 readwrite 2k 4 5041 2520 1265.139095 302512 60001 5021 2510 310.167038 301308 60001
bench-node7 readwrite 2k 8 13401 6700 920.276192 804100 60002 13403 6701 266.056434 804264 60002
bench-node7 readwrite 2k 16 22724 11362 1008.221034 1363602 60005 22703 11351 394.761707 1362320 60005
bench-node7 readwrite 2k 32 23923 11961 1992.209386 1438360 60124 23930 11965 672.833880 1438816 60124
bench-node7 readwrite 2k 64 23260 11630 4565.218664 1397676 60089 23227 11613 926.178433 1395704 60089
bench-node7 readwrite 2k 128 22410 11205 9797.482477 1345038 60017 22405 11202 1564.439313 1344704 60017
bench-node7 readwrite 1k 1 430 430 1946.612454 25824 60001 432 432 359.990299 25977 60001
bench-node7 readwrite 1k 2 821 821 1809.737256 49318 60004 810 810 617.814360 48648 60004
bench-node7 readwrite 1k 4 3138 3138 914.650187 191008 60864 3124 3124 335.660465 190154 60864
bench-node7 readwrite 1k 8 7599 7599 778.761769 456608 60087 7599 7599 266.037672 456658 60087
bench-node7 readwrite 1k 16 12097 12097 879.383617 725865 60002 12118 12118 437.492160 727123 60002
bench-node7 readwrite 1k 32 12598 12598 1625.611475 757102 60094 12626 12626 904.009943 758801 60094
bench-node7 readwrite 1k 64 12902 12902 3435.487792 783596 60730 12939 12939 1457.419495 785818 60730
bench-node7 readwrite 1k 128 13335 13335 7632.479080 803864 60282 13326 13326 1924.322968 803343 60282
bench-node8 readwrite 8192k 1 5528 0 951703.170213 385024 69645 4940 0 593159.738095 344064 69645
bench-node8 readwrite 8192k 2 71550 8 70096.380952 4300800 60109 73185 8 155241.815642 4399104 60109
bench-node8 readwrite 8192k 4 54651 6 206558.000000 3350528 61307 62401 7 339298.430407 3825664 61307
bench-node8 readwrite 8192k 8 73959 9 274768.979779 4456448 60255 79533 9 564685.776068 4792320 60255
bench-node8 readwrite 8192k 16 68930 8 673015.404806 4431872 64295 72115 8 1078665.943463 4636672 64295
bench-node8 readwrite 8192k 32 66913 8 1583350.571154 4259840 63662 70130 8 2062658.717431 4464640 63662
bench-node8 readwrite 8192k 64 77094 9 2873900.749158 4866048 63118 78132 9 3581171.053156 4931584 63118
bench-node8 readwrite 8192k 128 93994 11 4996230.431034 5226496 55604 94584 11 5277611.577882 5259264 55604
bench-node8 readwrite 4096k 1 28600 6 60200.326969 1716224 60007 29760 7 79749.305046 1785856 60007
bench-node8 readwrite 4096k 2 48274 11 55835.240113 2899968 60073 48887 11 112400.845188 2936832 60073
bench-node8 readwrite 4096k 4 58037 14 83742.661575 3485696 60059 58378 14 197356.045561 3506176 60059
bench-node8 readwrite 4096k 8 67831 16 131466.712288 4100096 60445 64850 15 366879.240334 3919872 60445
bench-node8 readwrite 4096k 16 75464 18 234852.876114 4595712 60899 76473 18 614702.125770 4657152 60899
bench-node8 readwrite 4096k 32 73450 17 704991.181651 4464640 60784 71698 17 1090713.519737 4358144 60784
bench-node8 readwrite 4096k 64 79589 19 1361410.172158 4972544 62477 74148 18 1927487.740053 4632576 62477
bench-node8 readwrite 4096k 128 88779 21 2538765.354312 5271552 59378 87813 21 3072880.102121 5214208 59378
bench-node8 readwrite 2048k 1 29451 14 38803.338355 1767424 60012 28802 14 31405.052133 1728512 60012
bench-node8 readwrite 2048k 2 44687 21 33328.032824 2682880 60036 48065 23 54206.766501 2885632 60036
bench-node8 readwrite 2048k 4 45909 22 57726.214128 2783232 60624 48612 23 113001.821404 2947072 60624
bench-node8 readwrite 2048k 8 58125 28 78752.620429 3528704 60708 55494 27 210215.226140 3368960 60708
bench-node8 readwrite 2048k 16 63891 31 133506.558730 3870720 60583 64229 31 374470.854211 3891200 60583
bench-node8 readwrite 2048k 32 71441 34 261079.120431 4370432 61175 75124 36 612013.927362 4595712 61175
bench-node8 readwrite 2048k 64 81687 39 592648.781070 4976640 60923 80275 39 994922.665829 4890624 60923
bench-node8 readwrite 2048k 128 88698 43 1162526.113274 5261312 59317 88076 43 1620069.219130 5224448 59317
bench-node8 readwrite 1024k 1 30659 29 19565.037222 1843200 60119 30182 29 14032.351016 1814528 60119
bench-node8 readwrite 1024k 2 47749 46 13595.069643 2867200 60047 47510 46 29421.024767 2852864 60047
bench-node8 readwrite 1024k 4 50072 48 24298.943557 3011584 60145 50787 49 56527.355347 3054592 60145
bench-node8 readwrite 1024k 8 54851 53 43043.987881 3295232 60075 54136 52 107627.585013 3252224 60075
bench-node8 readwrite 1024k 16 62146 60 71271.829787 3753984 60405 59061 57 200801.871699 3567616 60405
bench-node8 readwrite 1024k 32 69708 68 129920.124576 4225024 60610 69421 67 337936.683621 4207616 60610
bench-node8 readwrite 1024k 64 78628 76 264570.688980 4757504 60506 80236 78 549846.257541 4854784 60506
bench-node8 readwrite 1024k 128 76091 74 644208.425355 4684800 61568 77272 75 1008595.718467 4757504 61568
bench-node8 readwrite 512k 1 36648 71 6366.206054 2199040 60004 36528 71 7610.625555 2191872 60004
bench-node8 readwrite 512k 2 43099 84 9329.992289 2589696 60086 41932 81 14810.062792 2519552 60086
bench-node8 readwrite 512k 4 47303 92 12823.052840 2839040 60018 46978 91 30654.402579 2819584 60018
bench-node8 readwrite 512k 8 48469 94 23286.090877 2912768 60095 49193 96 60275.099411 2956288 60095
bench-node8 readwrite 512k 16 53763 105 43442.454158 3244544 60349 52227 102 111655.327810 3151872 60349
bench-node8 readwrite 512k 32 59173 115 75180.219310 3574272 60403 58453 114 202951.414008 3530752 60403
bench-node8 readwrite 512k 64 58204 113 125904.725313 3515392 60397 59171 115 426635.958596 3573760 60397
bench-node8 readwrite 512k 128 57730 112 179317.415094 3880448 67217 56458 110 869629.392472 3794944 67217
bench-node8 readwrite 256k 1 11482 44 16742.184559 696320 60643 11262 43 5642.874063 683008 60643
bench-node8 readwrite 256k 2 39648 154 5717.269788 2383616 60118 39176 153 7253.356848 2355200 60118
bench-node8 readwrite 256k 4 44338 173 7363.467153 2665472 60117 45151 176 15429.203622 2714368 60117
bench-node8 readwrite 256k 8 51975 203 13515.877538 3127296 60169 50383 196 26684.396470 3031552 60169
bench-node8 readwrite 256k 16 54458 212 25006.793765 3284480 60312 54619 213 49735.442804 3294208 60312
bench-node8 readwrite 256k 32 62317 243 42348.160425 3759616 60330 62656 244 87982.272653 3780096 60330
bench-node8 readwrite 256k 64 72755 284 66462.187421 4436480 60978 72289 282 156888.977815 4408064 60978
bench-node8 readwrite 256k 128 86599 338 95100.073844 5224448 60329 86713 338 261797.370100 5231360 60329
bench-node8 readwrite 128k 1 40067 313 1414.351013 2406016 60049 40244 314 1758.185222 2416640 60049
bench-node8 readwrite 128k 2 41531 324 2922.568883 2499328 60179 41338 322 3231.566864 2487680 60179
bench-node8 readwrite 128k 4 47636 372 3815.938436 2862976 60100 47426 370 6932.831642 2850304 60100
bench-node8 readwrite 128k 8 48778 381 7483.945874 2939520 60263 48858 381 13390.588967 2944384 60263
