Hostname Pattern Block_size Threads Bandwidth_KB/s IOPS Latency_mean Total_I/O_KB Rununtime_ms 
bench-node8 randwrite 16k 8 6904 431 18529.525663 414288 60002
bench-node8 randwrite 16k 16 6650 415 38481.693844 402880 60576
bench-node8 randwrite 16k 32 6805 425 75222.907871 408992 60101
bench-node8 randwrite 16k 64 6043 377 169267.876330 368464 60965
bench-node8 randwrite 16k 128 5681 355 360320.302040 348192 61283
bench-node8 randwrite 4k 1 2174 543 1832.911893 133656 61463
bench-node8 randwrite 4k 2 1935 483 4124.497434 116124 60004
bench-node8 randwrite 4k 4 1998 499 7992.992563 119944 60008
bench-node8 randwrite 4k 8 1559 389 20509.963654 104220 66837
bench-node8 randwrite 4k 16 2517 629 25408.442262 151132 60037
bench-node8 randwrite 4k 32 1771 442 72198.564915 106416 60074
bench-node8 randwrite 4k 64 1401 350 182366.620873 84320 60145
bench-node8 randwrite 4k 128 1535 383 332106.342672 92800 60421
bench-node8 randwrite 2k 1 1099 549 1807.564375 65988 60001
bench-node8 randwrite 2k 2 943 471 4227.647809 56634 60003
bench-node8 randwrite 2k 4 1200 600 6653.492696 72016 60005
bench-node8 randwrite 2k 8 1188 594 13446.064264 71362 60028
bench-node8 randwrite 2k 16 1062 531 30088.533755 63812 60033
bench-node8 randwrite 2k 32 1023 511 62513.636364 61468 60073
bench-node8 randwrite 2k 64 779 389 163872.244545 46928 60174
bench-node8 randwrite 2k 128 552 276 463011.986474 40958 74097
bench-node8 randwrite 1k 1 519 519 1919.979786 39775 76617
bench-node8 randwrite 1k 2 471 471 4233.192576 37123 78713
bench-node8 randwrite 1k 4 709 709 5630.241843 42569 60012
bench-node8 randwrite 1k 8 485 485 16466.022203 29140 60021
bench-node8 randwrite 1k 16 239 239 66792.812347 18337 76564
bench-node8 randwrite 1k 32 807 807 39590.873568 48524 60068
bench-node8 randwrite 1k 64 481 481 132637.545963 28980 60129
bench-node8 randwrite 1k 128 477 477 267578.974950 28783 60340
